"","ID","theta1","theta2","a_sum","b_sum","c_sum","a01","a02","a03","a04","a05","a06","a07","a08","a09","a10","b01","b02","b03","b04","b05","b06","b07","b08","b09","b10","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10"
"314",314,-1.06319360889221,0.0213534295309651,3,3,6,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
"315",315,-1.06963192399867,0.459869574572983,3,4,5,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
"316",316,-0.124907486023452,1.34344662993754,4,5,8,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0
"317",317,-0.975244382287752,0.792216262889634,4,4,8,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
"318",318,-0.0488802940140856,-2.13116307866299,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"319",319,1.73486786937582,1.18266035912644,7,7,7,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1
"320",320,0.946722121477597,0.631853901488842,8,4,7,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
"321",321,-0.0815275210214441,0.492768816230824,7,6,6,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0
"322",322,1.51608102927209,0.593744972949332,8,8,5,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"323",323,-0.931463894159118,-1.38736119119866,2,3,3,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"324",324,0.585977180044336,0.558597150400393,5,5,7,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
"325",325,0.459476575987987,-1.36518737966941,7,4,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326",326,0.400104890529652,0.784177092763477,4,6,7,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
"327",327,-0.0265492268547739,-0.0787974888321252,5,5,5,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
"328",328,0.0524029395842171,1.04391717458128,4,5,7,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0
"329",329,1.68056763751878,0.632616726167301,7,6,4,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
"330",330,0.0450960038869961,-0.0324691970663615,5,3,4,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"331",331,0.317024442165372,1.44543881671618,5,7,7,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0
"332",332,-0.108922458367529,-1.94950567195287,8,3,2,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"333",333,-1.00111179908607,-0.248743754716415,3,4,6,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
"334",334,1.35727734654842,1.27408491733442,6,6,6,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0
"335",335,0.980619623583609,-0.32696448014073,6,6,2,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"336",336,-1.40904942857462,-2.1455047648689,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"337",337,-0.732877732907208,-1.62970443752626,3,3,2,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"338",338,-0.286093618388403,-0.0616693018072336,2,5,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"339",339,-0.0406873975071597,1.54026131396121,4,6,10,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
"340",340,-0.207773369909282,0.0313063945699847,1,5,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0
"341",341,0.810065682569942,0.271058732417805,7,8,3,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
"342",342,0.98676374122708,0.674282297833218,5,6,5,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"343",343,1.21343588414376,1.68091598168017,8,8,6,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0
"344",344,0.00660859120822765,0.0904152368980405,3,6,4,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
"345",345,-0.342859732645731,0.252824430066136,4,5,6,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1
"346",346,-1.58335601670127,-1.45334016706103,2,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"347",347,0.0663816591247887,0.105658780428907,5,6,7,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0
"348",348,0.0833234425073605,-1.07379679709368,5,4,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"349",349,-0.25976936298064,-1.42726472149501,5,5,3,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
"350",350,0.337308651328181,-0.648915384100746,6,6,4,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
"351",351,0.903801698906748,0.854131443080422,8,6,5,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"352",352,-1.68181271701898,-1.76972891209574,3,0,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
"353",353,-1.43532387308758,0.695254438625968,4,5,6,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0
"354",354,-0.495723169549442,0.697744870771509,4,2,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
"355",355,-1.36395115039026,-0.183129742650054,5,4,6,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1
"356",356,-0.0623813110793843,0.640718172284791,6,6,7,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0
"357",357,0.508702803043079,0.203914723217397,5,6,5,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"358",358,-0.228357656311894,0.171137349958938,4,5,7,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0
"359",359,-2.09424693756886,-2.17681402031583,3,2,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"360",360,2.68604418564193,1.76785197253595,8,8,6,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0
"361",361,-0.339129442911477,-0.0164593017796084,4,6,5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
"362",362,0.979437414610509,0.148462434646843,5,2,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"363",363,-0.947819670394963,1.42199714228011,2,7,8,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0
"364",364,1.03762130941468,0.737164794446655,7,6,5,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
"365",365,0.721480922757229,0.694746781651331,6,7,5,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"366",366,0.415144184888176,-0.77851661653695,7,2,3,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"367",367,0.976797972358053,-0.321792177107786,7,4,4,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
"368",368,-1.1513995848187,-0.486096544612184,2,4,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
"369",369,0.481849746114593,1.00238444693793,5,4,7,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1
"370",370,-1.04643880936203,0.247896982177174,3,5,6,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
"371",371,2.51220594464391,1.67376829449591,10,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
"372",372,-1.17036268059998,-1.68933789251244,4,4,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"373",373,-1.57035489376385,0.766705414882911,4,5,7,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0
"374",374,0.302924899333102,1.12667495851013,5,7,7,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1
"375",375,0.425649846050061,0.457925643738296,5,3,5,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"376",376,-0.289632689859766,-0.731378418946681,5,4,3,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"377",377,-0.609491194484337,-1.11698369502531,3,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"378",378,0.492488673999617,-0.242249412981373,5,6,5,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
"379",379,-0.435725400855763,0.410944234325789,5,8,7,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"380",380,-1.45760885035517,-1.64324921242346,2,4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"381",381,0.144414441921807,-0.0845702381902538,3,5,5,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0
"382",382,0.722161917463687,-0.392673345544484,7,4,4,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"383",383,-0.769313458309342,1.07194845530534,4,4,7,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1
"384",384,-1.11971278198919,-0.707630338649717,1,3,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0
"385",385,0.759785835391261,0.0649011938032238,9,6,7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
"386",386,1.26866237694569,1.1190911420649,6,7,6,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0
"387",387,0.80428340484056,-0.0140587742706453,5,6,4,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"388",388,-0.773731601822281,-1.19316532535551,5,1,4,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
"389",389,0.0324229127519068,-0.786983000345494,5,2,5,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
"390",390,-0.133303350652668,0.732772404403004,6,4,6,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
"391",391,-0.959895416659371,-0.160820491599351,3,4,6,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"392",392,-2.31244771597513,-1.42470536103611,2,2,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"393",393,0.891813998688058,0.639753348235243,7,6,6,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
"394",394,-0.437956646479125,-0.998740720595425,4,4,5,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
"395",395,1.13546288120973,-2.12889841138336,7,4,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"396",396,0.962174309883419,1.64265795444621,7,4,7,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0
"397",397,-0.206148158776207,-1.13471019172219,5,4,3,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"398",398,-0.12653167314732,1.59138167031866,5,8,8,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"399",399,-0.974877617802852,-1.20868918054346,7,3,2,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"400",400,-0.368308340191816,-0.245777115369877,4,6,5,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
"401",401,-0.540116962646202,0.412714200299313,3,6,6,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0
"402",402,-0.679556310376049,-1.34460733306467,4,4,5,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
"403",403,-0.771139011866544,-0.328277232971876,2,5,6,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
"404",404,-0.616205431000218,0.56625039595919,5,3,4,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"405",405,0.470237399551254,0.69144209472754,5,5,6,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0
"406",406,-2.34189977490768,-0.516930698561799,1,3,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
"407",407,-0.0969957570579947,-0.508796355418521,4,3,3,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"408",408,0.232723884342488,1.07741049839051,5,7,7,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0
"409",409,-0.828621842347278,-0.10462299831742,3,3,4,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"410",410,0.0851107519776635,0.308570404509838,7,5,6,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0
"411",411,-0.223963119921227,1.0765280122098,2,5,7,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
"412",412,0.302824395008977,0.161079459591488,5,5,5,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
"413",413,0.647209157830747,0.48426633344823,6,6,6,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0
"414",414,-0.17226222809215,-0.0402754072494168,6,4,4,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
"415",415,-0.700025187516628,-0.0164835519228818,3,4,6,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"416",416,-1.84512337435777,-2.73294490252885,4,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"417",417,0.544824329729185,-0.705802895842829,7,4,2,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"418",418,0.873837561098401,-0.128562605283557,7,7,6,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
"419",419,0.718314494091763,0.209023500605357,6,7,3,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"420",420,-0.913080475401325,-0.048689841416307,3,6,3,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
"421",421,1.34728498571539,1.73490446623182,7,7,4,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1
"422",422,0.21132297048821,0.284778676837343,8,5,8,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
"423",423,-0.294362610052127,0.513148094704596,6,6,7,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0
"424",424,0.562445527835603,1.6411851749859,7,6,7,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
"425",425,0.162969427327053,-1.40738942617404,7,5,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"426",426,-0.329270126203983,-0.450739251044271,5,4,4,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"427",427,2.18165486466898,1.97085463950922,6,8,5,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
"428",428,-0.638462037455983,0.657738355169507,4,4,8,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0
"429",429,1.61179265280459,1.21763085071468,6,8,7,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1
"430",430,-1.31615525432924,-1.17541134168816,5,1,3,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"431",431,-0.734424850951539,0.404440070117692,3,4,5,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"432",432,-0.390792495632057,1.0462419235296,3,6,5,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
"433",433,-0.128977698751257,0.64865970327675,4,6,7,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0
"434",434,-0.845257588920603,-0.896555506485686,4,4,4,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"435",435,-0.157020419584802,0.190378461752866,4,6,6,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0
"436",436,0.113205291779347,-1.97935260409334,7,3,3,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"437",437,1.30786490364852,-0.0734265336021359,6,6,3,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"438",438,1.76862869430559,0.110256876118143,6,9,4,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
"439",439,-2.45553545313806,-1.39825628339378,2,1,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"440",440,0.672992243449855,1.46729161583469,5,8,9,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
"441",441,-1.62795466749417,-0.52159745543189,4,2,5,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
"442",442,0.023917373722657,0.76376610587622,6,5,7,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
"443",443,0.667814616466413,0.475170280845324,3,5,7,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1
"444",444,-0.424961322982281,0.07874198479439,3,5,7,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"445",445,-0.88298063544013,-0.234389514512825,1,5,4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
"446",446,-0.487496676295948,0.773841084646353,5,7,6,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"447",447,0.765116789287126,-0.00506050433833088,7,5,4,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"448",448,0.589112783418701,0.94081257920132,9,6,8,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0
"449",449,-1.12450946070733,-2.43024246966352,4,2,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"450",450,-0.495682650951017,-2.33860938177958,5,3,2,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"451",451,1.99678821627883,0.480741313924571,8,8,5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0
"452",452,1.86883490003867,-0.0560205601742336,8,6,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0
"453",453,0.814697074137163,-0.0607544986558043,6,5,4,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
"454",454,1.25313540587123,-0.0144100682786978,7,5,4,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
"455",455,-0.116119767903528,1.70471332468555,3,6,6,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1
"456",456,-2.68961861222162,-1.9192348697393,3,2,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"457",457,1.08415587317072,0.838900468687774,5,7,4,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"458",458,-0.220741200576288,-0.619281957710376,3,5,4,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
"459",459,-0.536219923727371,0.935659991461119,4,7,8,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0
"460",460,-0.38483847039699,-0.126389836983664,3,2,5,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"461",461,1.14194955023698,0.368338052646865,7,7,3,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
"462",462,-0.238743784577464,-0.364828202051606,5,6,5,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0
"463",463,0.427758525832335,0.470316340601909,8,4,6,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0
"464",464,-0.283425904428541,-0.393260328328133,4,4,6,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
"465",465,-2.05878189339912,0.166018925373916,1,3,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"466",466,0.560689728470564,1.53510995330433,4,7,6,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0
"467",467,0.34652605060827,0.936750412247127,6,8,6,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0
"468",468,1.75141273717615,1.23509706661531,7,7,6,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
"469",469,-0.717428633595892,0.830278555136163,2,4,8,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
"470",470,0.563180199879648,1.38538171454924,2,5,8,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1
